"Step","SVRG_exp S=500, n=512 - _runtime","SVRG_exp S=500, n=512 - _runtime__MIN","SVRG_exp S=500, n=512 - _runtime__MAX","SVRG_exp S=500, n=512 - system/gpu.0.memoryAllocated","SVRG_exp S=500, n=512 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=500, n=512 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=500, n=256 - _runtime","SVRG_exp S=500, n=256 - _runtime__MIN","SVRG_exp S=500, n=256 - _runtime__MAX","SVRG_exp S=500, n=256 - system/gpu.0.memoryAllocated","SVRG_exp S=500, n=256 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=500, n=256 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=500, n=128 - _runtime","SVRG_exp S=500, n=128 - _runtime__MIN","SVRG_exp S=500, n=128 - _runtime__MAX","SVRG_exp S=500, n=128 - system/gpu.0.memoryAllocated","SVRG_exp S=500, n=128 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=500, n=128 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=400, n=512 - _runtime","SVRG_exp S=400, n=512 - _runtime__MIN","SVRG_exp S=400, n=512 - _runtime__MAX","SVRG_exp S=400, n=512 - system/gpu.0.memoryAllocated","SVRG_exp S=400, n=512 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=400, n=512 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=400, n=256 - _runtime","SVRG_exp S=400, n=256 - _runtime__MIN","SVRG_exp S=400, n=256 - _runtime__MAX","SVRG_exp S=400, n=256 - system/gpu.0.memoryAllocated","SVRG_exp S=400, n=256 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=400, n=256 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=400, n=128 - _runtime","SVRG_exp S=400, n=128 - _runtime__MIN","SVRG_exp S=400, n=128 - _runtime__MAX","SVRG_exp S=400, n=128 - system/gpu.0.memoryAllocated","SVRG_exp S=400, n=128 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=400, n=128 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=300, n=512 - _runtime","SVRG_exp S=300, n=512 - _runtime__MIN","SVRG_exp S=300, n=512 - _runtime__MAX","SVRG_exp S=300, n=512 - system/gpu.0.memoryAllocated","SVRG_exp S=300, n=512 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=300, n=512 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=300, n=256 - _runtime","SVRG_exp S=300, n=256 - _runtime__MIN","SVRG_exp S=300, n=256 - _runtime__MAX","SVRG_exp S=300, n=256 - system/gpu.0.memoryAllocated","SVRG_exp S=300, n=256 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=300, n=256 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=300, n=128 - _runtime","SVRG_exp S=300, n=128 - _runtime__MIN","SVRG_exp S=300, n=128 - _runtime__MAX","SVRG_exp S=300, n=128 - system/gpu.0.memoryAllocated","SVRG_exp S=300, n=128 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=300, n=128 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=100, n=512 - _runtime","SVRG_exp S=100, n=512 - _runtime__MIN","SVRG_exp S=100, n=512 - _runtime__MAX","SVRG_exp S=100, n=512 - system/gpu.0.memoryAllocated","SVRG_exp S=100, n=512 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=100, n=512 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=100, n=256 - _runtime","SVRG_exp S=100, n=256 - _runtime__MIN","SVRG_exp S=100, n=256 - _runtime__MAX","SVRG_exp S=100, n=256 - system/gpu.0.memoryAllocated","SVRG_exp S=100, n=256 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=100, n=256 - system/gpu.0.memoryAllocated__MAX","SVRG_exp S=100, n=128 - _runtime","SVRG_exp S=100, n=128 - _runtime__MIN","SVRG_exp S=100, n=128 - _runtime__MAX","SVRG_exp S=100, n=128 - system/gpu.0.memoryAllocated","SVRG_exp S=100, n=128 - system/gpu.0.memoryAllocated__MIN","SVRG_exp S=100, n=128 - system/gpu.0.memoryAllocated__MAX"
"","47.308978","47.308978","47.308978","11.2","11.2","11.2","46.507069","46.507069","46.507069","8.9","8.9","8.9","51.375357","51.375357","51.375357","6.86","6.86","6.86","49.237002","49.237002","49.237002","11.8","11.8","11.8","49.911466","49.911466","49.911466","9.3","9.3","9.3","50.009866","50.009866","50.009866","11.43","11.43","11.43","50.022545","50.022545","50.022545","10.41","10.41","10.41","50.119985","50.119985","50.119985","10.27","10.27","10.27","51.241769","51.241769","51.241769","12.32","12.32","12.32","48.55176","48.55176","48.55176","11.08","11.08","11.08","53.379125","53.379125","53.379125","10.6","10.6","10.6","52.087488","52.087488","52.087488","13.88","13.88","13.88"
